y,x0,x1,x2,x3,x4,x5,x6
2.5,A5,A0,,100.0,11,A2,A0
3.5,A4,A1,88.0,150.0,5,,A1
22.0,A1,A2,200.0,100.0,5,A1,A1
0.95,A3,A1,0.0,150.0,9,A2,A0
3.499,A7,A1,197.0,150.0,12,A2,A1
2.5,A3,A1,75.0,150.0,9,A2,A1
3.6,A5,A1,97.0,80.0,9,,A1
6.8,A3,A1,95.0,125.0,8,A0,A0
0.849,A3,A1,65.0,150.0,1,A2,A1
5.9,A1,A1,105.0,150.0,9,A1,A1
4.5,A1,A1,95.0,150.0,4,A2,A1
3.999,A1,A1,,80.0,1,,A1
0.55,A0,A1,75.0,150.0,5,A2,A2
0.65,A0,A1,54.0,150.0,4,,A1
2.1,A5,A1,131.0,150.0,4,,A1
1.85,A3,A2,95.0,150.0,6,A1,A1
12.8,A1,A1,140.0,125.0,2,A1,A1
1.45,A5,A1,,150.0,3,A3,A1
1.4,A1,A1,125.0,150.0,12,,A2
0.15,A0,A1,0.0,90.0,0,A2,A0
25.5,A6,A2,143.0,70.0,12,,A1
0.92,A3,A1,90.0,150.0,5,A2,A1
4.35,A2,A1,135.0,80.0,8,,A1
0.55,A5,A1,73.0,150.0,7,A0,A0
6.6,A1,A0,0.0,70.0,6,A0,A1
10.555,A0,A1,174.0,90.0,11,A2,A0
5.45,A3,A2,71.0,50.0,3,A2,A1
4.499,A3,A1,80.0,150.0,5,A1,A2
6.498,A1,A1,192.0,150.0,6,A2,A1
23.49,A2,A1,122.0,20.0,4,A2,A1
7.9,A6,A1,141.0,100.0,3,A2,A1
8.5,A5,A2,231.0,150.0,9,A1,A1
2.8,A1,A1,0.0,150.0,9,A3,A1
3.5,A1,A0,0.0,150.0,11,,A1
11.6,A1,A1,101.0,10.0,5,,A1
14.2,A6,A1,110.0,125.0,9,A1,A1
11.5,A7,A2,200.0,150.0,12,A2,A1
3.9,A6,A1,0.0,150.0,10,A1,A1
4.899,A3,A1,,125.0,7,A2,A1
2.5,A5,A2,180.0,150.0,6,A1,A1
2.1,A8,A1,,150.0,8,,A1
6.0,A1,A1,105.0,150.0,0,,A1
3.399,A3,A2,61.0,150.0,5,A1,A1
3.5,A1,A2,72.0,150.0,2,A1,A1
1.4,A3,A1,58.0,150.0,9,A2,A1
5.69,A4,A1,101.0,90.0,10,A2,A1
10.2,A1,A1,129.0,80.0,11,,A1
1.55,A4,,176.0,150.0,12,A2,A0
3.3,A1,A1,144.0,150.0,2,A2,A1
4.2,A7,A2,180.0,150.0,0,A2,A1
1.099,A0,A1,0.0,150.0,11,A1,A2
13.4,A5,A1,120.0,150.0,3,A2,A1
3.8,A3,A2,71.0,125.0,3,,A1
4.5,A5,A0,0.0,150.0,0,A1,A0
0.0,A1,A2,241.0,150.0,3,A2,A1
5.5,A1,A1,170.0,150.0,8,,A1
12.29,A5,A2,197.0,125.0,4,,A1
9.99,A1,A2,160.0,30.0,2,A2,A1
10.499,A2,A1,170.0,70.0,7,A2,A1
2.15,A2,A1,90.0,150.0,5,A2,A1
3.49,A2,A1,110.0,150.0,7,A2,A1
5.499,A1,A2,147.0,125.0,12,A2,A1
0.6,A3,A1,102.0,150.0,5,A2,A1
0.699,A6,A2,160.0,150.0,7,A3,A2
0.999,A1,A1,75.0,150.0,8,A0,A1
0.35,A0,A1,0.0,150.0,3,A2,A1
0.0,A1,A2,0.0,150.0,11,A1,A1
2.55,A3,A1,69.0,125.0,8,,A1
1.3,A3,A1,60.0,150.0,6,A2,A1
6.35,A6,A1,111.0,150.0,6,,A1
4.2,A3,A1,75.0,150.0,0,,A0
0.6,A5,A1,115.0,150.0,2,,A2
1.2,A1,A1,150.0,150.0,0,A2,A0
1.0,A1,A1,136.0,150.0,4,,A1
1.8,A3,A1,125.0,150.0,8,A0,A1
2.3,A5,A1,150.0,150.0,0,,A1
1.499,A0,A2,0.0,150.0,3,A1,A0
0.99,A4,A1,85.0,150.0,12,,A0
0.85,A5,A1,122.0,150.0,3,,A1
2.3,A0,A2,75.0,100.0,7,,A1
6.3,A4,A1,136.0,150.0,7,A1,A1
0.9,A5,A1,100.0,150.0,12,A2,A0
10.5,A1,A2,136.0,80.0,10,,A1
3.8,A6,A1,82.0,60.0,4,A2,A1
0.3,A1,A2,160.0,150.0,3,,A2
3.799,A2,A1,109.0,150.0,1,A2,A1
3.6,A1,A0,150.0,150.0,0,A0,A0
9.9,A5,A1,95.0,30.0,1,A2,A1
4.4,A2,A2,147.0,100.0,3,A2,A1
2.4,A5,A1,193.0,150.0,6,A2,A1
0.8,A3,A1,58.0,80.0,8,A2,A1
4.7,A3,A1,116.0,90.0,9,A2,A1
1.79,A3,A0,50.0,125.0,12,A2,A1
4.8,A5,A1,125.0,150.0,11,A2,A1
5.99,A2,A1,136.0,150.0,11,A1,A2
0.9,A1,A1,113.0,150.0,2,A2,A2
1.3,A3,A1,6012.0,150.0,8,A0,A0
0.7,A3,A1,0.0,150.0,0,A0,A0
0.499,A0,A1,69.0,150.0,9,A0,A1
0.35,A3,A0,45.0,50.0,5,A2,A0
1.9,A1,A2,170.0,150.0,12,A0,A1
0.999,A3,A1,75.0,150.0,8,A2,A1
5.39,A1,A1,140.0,80.0,2,A2,A1
0.4,A1,,0.0,150.0,1,A2,A2
0.8,A3,A1,103.0,150.0,5,A2,A1
1.0,A3,A1,58.0,150.0,2,A2,A1
6.95,A1,A2,163.0,150.0,7,A1,A1
0.8,A3,A1,0.0,150.0,4,A2,A0
8.499,A5,A1,140.0,150.0,10,A1,A1
1.0,A5,A1,101.0,125.0,10,A2,A2
0.55,A1,A2,170.0,150.0,5,A2,A0
4.8,A1,A2,224.0,150.0,12,A2,A1
4.6,A2,A1,71.0,125.0,2,,A1
3.6,A3,A1,54.0,60.0,6,,A0
1.3,A5,A1,170.0,150.0,4,A2,A1
2.099,A1,A1,193.0,150.0,2,A2,A1
0.8,A5,A2,150.0,150.0,3,,A1
2.5,A3,A1,63.0,90.0,6,A2,A2
0.65,A0,A1,90.0,150.0,3,,A0
0.6,A0,A1,0.0,150.0,4,,A1
0.999,A5,A1,75.0,150.0,2,A2,A0
0.195,A5,A1,100.0,150.0,12,A2,A0
0.75,A3,A1,60.0,60.0,9,A2,A0
4.6,A3,A1,71.0,60.0,10,A2,A1
0.8,A3,A1,75.0,150.0,9,A2,A0
5.35,A1,A1,140.0,150.0,5,,A1
9.2,A5,A1,160.0,125.0,7,A2,A1
0.0,A4,A1,140.0,125.0,2,A1,A2
18.699,A5,A2,270.0,150.0,5,,A1
0.8,A3,A1,75.0,150.0,10,A2,A2
5.99,A3,A1,80.0,70.0,11,A2,A1
21.5,A6,A1,174.0,30.0,1,A2,A1
9.9,A7,A1,0.0,150.0,1,A0,A1
2.6,A5,A1,,150.0,4,A1,A1
15.8,A1,A2,218.0,150.0,12,A1,A1
1.8,A1,A2,180.0,125.0,10,,A1
0.85,A0,A1,101.0,5.0,5,,A1
6.7,A4,A1,77.0,150.0,4,A1,A2
6.9,A7,A2,143.0,150.0,11,A2,A1
0.0,A2,A1,150.0,150.0,0,A0,A2
0.85,A3,A1,54.0,150.0,4,A2,A1
8.5,A2,A0,200.0,5.0,0,A0,A0
2.65,A7,A1,116.0,150.0,5,A2,A1
11.9,A1,A1,143.0,70.0,10,A1,A1
4.77,A5,A2,204.0,150.0,5,A1,A0
7.79,A3,A1,60.0,10.0,7,A2,A1
4.0,A4,A1,116.0,150.0,3,A2,A1
2.65,A1,A1,150.0,150.0,3,A1,A1
260.0,A7,A2,500.0,5.0,3,A2,A1
18.38,A1,A1,150.0,70.0,4,A1,A1
0.15,A0,A1,50.0,150.0,1,A2,A2
6.0,A5,A1,130.0,90.0,4,,A1
0.0,A3,A1,105.0,150.0,0,A0,A0
5.499,A3,A1,77.0,90.0,9,A2,A1
1.2,A5,A2,180.0,150.0,0,,A2
4.79,A0,A0,0.0,150.0,12,A1,A0
1.35,A3,A1,45.0,150.0,3,A2,A1
0.999,A3,A1,75.0,125.0,3,A0,A1
2.2,A3,A2,45.0,150.0,3,,A1
0.0,A3,A0,50.0,150.0,0,A2,A2
6.3,A3,A1,69.0,40.0,6,A2,A1
2.9,A1,A1,131.0,150.0,2,A2,A1
1.65,A7,A1,116.0,150.0,2,,A0
1.8,A5,A2,163.0,150.0,6,,A1
2.499,A1,A1,115.0,150.0,10,A2,A0
1.899,A5,A1,90.0,150.0,6,A1,A0
0.8,A5,A1,163.0,150.0,0,A2,A2
3.899,A3,A1,87.0,80.0,3,A2,A1
9.5,A1,A1,105.0,150.0,3,,A1
0.899,A5,A1,122.0,150.0,5,A2,A1
5.48,A1,A1,140.0,150.0,7,A1,A1
4.999,A1,A2,260.0,150.0,1,A2,A1
6.4,A1,A2,150.0,150.0,9,A1,A1
1.999,A5,A1,,150.0,1,A2,A1
5.9,A4,A1,105.0,125.0,12,,A1
2.7,A0,A1,68.0,125.0,12,A2,A0
2.6,A5,A1,131.0,150.0,3,,A1
4.19,A1,A1,177.0,150.0,1,,A1
0.38,A3,A1,68.0,150.0,6,A2,A0
0.0,A1,A1,150.0,5.0,11,,A0
10.2,A4,A1,150.0,70.0,10,A1,A1
11.4,A6,A2,,150.0,9,A1,A0
0.0,A1,A2,254.0,150.0,10,A2,A1
2.55,A1,A1,116.0,150.0,11,A1,A1
0.26,A8,A1,95.0,150.0,12,A2,A1
4.95,A5,A1,,150.0,7,,A1
1.85,A1,A1,,150.0,6,A2,A0
2.6,A5,A2,,150.0,12,A2,A1
8.0,A5,A1,140.0,150.0,3,,A2
27.499,A1,A2,184.0,20.0,1,A1,A1
1.0,A3,A1,86.0,150.0,3,A2,A0
5.85,A1,A0,231.0,150.0,11,A0,A1
0.0,A7,A1,147.0,150.0,6,,A0
0.7,A3,A1,54.0,125.0,6,A2,A1
0.32,A0,A1,0.0,150.0,0,,A0
0.8,A3,A1,45.0,150.0,9,A2,A1
4.25,A1,A2,,150.0,0,A1,A0
0.6,A1,A1,60.0,150.0,9,A0,A1
2.399,A0,A1,,150.0,6,,A0
4.75,A3,A2,,80.0,3,,A1
1.2,A5,A1,0.0,150.0,11,A2,A1
1.75,A3,A1,,150.0,4,A2,A1
6.199,A5,A1,140.0,150.0,4,A1,A0
6.33,A7,A1,150.0,150.0,3,A2,A1
1.98,A0,A0,54.0,125.0,3,A2,A1
2.3,A1,A2,150.0,150.0,8,A2,A1
8.9,A1,A2,204.0,150.0,3,A1,A1
4.5,A3,A1,77.0,125.0,10,A2,A2
0.58,A3,A1,65.0,150.0,4,A2,A1
10.3,A1,A1,150.0,50.0,3,A2,A1
27.5,A2,A2,367.0,125.0,4,A2,A1
0.9,A0,A1,,150.0,10,A2,A0
6.8,A1,A1,90.0,150.0,1,A1,A1
2.7,A5,A0,0.0,70.0,0,A2,A0
7.699,A1,A1,200.0,125.0,4,A2,A1
6.65,A2,A2,197.0,100.0,4,,A1
1.999,A1,A1,116.0,150.0,8,A2,A1
4.89,A2,A1,147.0,150.0,8,A2,A1
5.75,A5,A2,179.0,150.0,8,A2,A1
0.55,A0,A1,60.0,150.0,9,A2,A0
0.2,A5,A0,0.0,150.0,0,,A0
1.5,A0,A0,90.0,150.0,4,A1,A1
0.6,A3,A0,43.0,150.0,0,,A0
5.0,A0,A0,0.0,150.0,0,A0,A0
1.545,A4,A1,86.0,150.0,2,,A1
13.99,A6,A1,223.0,150.0,2,,A1
3.5,A1,A1,90.0,150.0,9,A2,A1
15.49,A6,A1,185.0,100.0,2,A1,A1
2.5,A1,A1,90.0,125.0,8,A2,A1
0.0,A0,A0,0.0,5.0,0,,A0
4.0,A5,A1,150.0,150.0,4,A2,A2
0.5,A1,A2,101.0,90.0,3,A2,A1
0.6,A1,A2,75.0,150.0,7,,A0
1.25,A3,A1,54.0,150.0,3,A2,A1
0.0,A1,A1,118.0,150.0,0,A2,A2
4.6,A5,A2,231.0,150.0,4,A2,A1
7.95,A2,A1,150.0,150.0,8,,A1
0.995,A5,A1,125.0,150.0,9,A2,A1
4.3,A5,A2,224.0,150.0,1,A3,A1
5.8,A6,A1,0.0,150.0,5,A1,A1
6.99,A4,A1,101.0,125.0,12,A1,A1
0.0,A4,A2,179.0,20.0,4,A1,A1
1.45,A0,A1,62.0,150.0,7,,A1
6.5,A0,A1,,125.0,2,A1,A0
14.199,A5,A2,170.0,150.0,5,A1,A1
1.499,A0,A1,60.0,150.0,5,A0,A1
3.4,A1,A1,105.0,150.0,10,,A1
5.25,A3,A1,68.0,50.0,3,A2,A1
0.35,A0,A1,75.0,150.0,0,A2,A2
8.5,A3,A1,90.0,60.0,9,A1,A0
0.2,A3,,70.0,150.0,0,A2,A0
7.9,A1,A0,0.0,20.0,4,A2,A1
1.5,A1,A1,120.0,150.0,9,A2,A1
3.4,A1,A1,101.0,125.0,12,,A1
0.5,A5,A1,0.0,150.0,5,,A2
0.75,A3,A1,50.0,150.0,4,A2,A1
0.3,A3,A1,58.0,150.0,10,A2,A2
9.8,A2,A2,163.0,150.0,4,A2,A1
3.495,A3,A1,125.0,150.0,3,,A1
3.0,A0,A1,75.0,125.0,3,A2,A0
0.8,A3,A1,0.0,150.0,0,A0,A1
0.9,A1,A1,136.0,150.0,9,A2,A2
4.3,A4,A1,102.0,150.0,6,,A2
1.9,A1,A0,0.0,150.0,9,A1,A0
11.0,A1,A2,143.0,150.0,4,A1,A1
0.0,A3,A1,0.0,150.0,0,A0,A0
2.0,A3,A1,60.0,150.0,4,A2,A1
1.299,A5,A1,101.0,150.0,6,A2,A1
11.99,A5,A1,177.0,150.0,9,A1,A1
3.5,A2,A1,192.0,150.0,6,A2,A1
3.999,A1,A1,109.0,150.0,1,,A1
0.8,A3,A1,0.0,150.0,11,A2,A0
0.949,A3,A1,58.0,150.0,3,A2,A1
5.25,A2,A1,125.0,125.0,8,A2,A1
3.1,A1,A1,101.0,150.0,11,,A1
3.3,A1,A1,105.0,150.0,11,A2,A1
0.9,A5,A1,115.0,150.0,5,,A1
1.2,A1,A1,150.0,125.0,0,,A0
3.45,A1,A1,101.0,150.0,4,A1,A1
6.95,A5,A2,,150.0,11,A1,A1
0.85,A5,A1,0.0,150.0,0,A2,A0
9.2,A6,A1,140.0,150.0,1,A1,A1
8.999,A5,A1,110.0,90.0,12,A1,A0
2.375,A0,A0,0.0,100.0,8,,A1
4.2,A2,A2,163.0,125.0,2,A2,A1
1.75,A5,A2,204.0,150.0,5,A2,A1
1.5,A1,A1,0.0,125.0,0,A2,A1
22.8,A5,A1,150.0,20.0,3,A1,A1
1.45,A0,A1,0.0,150.0,5,A2,A0
0.65,A3,A1,90.0,150.0,8,A2,A1
13.5,A1,A2,170.0,150.0,5,,A1
2.0,A0,A1,0.0,150.0,0,,A0
2.9,A5,A1,101.0,150.0,4,A1,A0
1.6,A5,A2,136.0,150.0,2,A1,A1
0.75,A3,A1,84.0,80.0,7,A2,A0
1.6,A4,A1,120.0,5.0,0,A1,A0
1.799,A3,A1,50.0,125.0,11,,A1
0.75,A5,A1,84.0,150.0,5,A2,A1
0.555,A5,A1,90.0,150.0,0,A0,A2
5.75,A5,A1,140.0,150.0,1,,A1
1.0,A3,A2,0.0,150.0,10,A2,A2
2.5,A5,A1,179.0,150.0,6,A1,A0
0.3,A1,A1,90.0,60.0,11,A2,A2
0.0,A1,A1,101.0,150.0,0,A0,A0
17.99,A7,A1,200.0,30.0,3,,A1
1.35,A5,A2,170.0,150.0,4,A2,A1
0.95,A1,A1,150.0,150.0,7,A2,A1
5.999,A0,A1,193.0,150.0,5,A2,A0
3.0,A3,A1,,90.0,5,,A0
3.9,A0,A2,0.0,150.0,5,A0,A0
3.2,A1,A2,140.0,150.0,10,A2,A0
1.599,A5,A1,100.0,150.0,6,A1,A1
0.75,A3,A1,60.0,100.0,6,A2,A0
6.75,A2,A1,90.0,80.0,8,,A1
17.3,A5,A2,205.0,90.0,10,A1,A1
5.9,A3,A1,86.0,80.0,2,A2,A1
2.9,A3,,68.0,100.0,1,,A1
0.749,A3,A1,50.0,150.0,11,A2,A0
0.35,A1,A1,,150.0,5,A2,A2
5.555,A3,A1,101.0,90.0,10,A2,A1
12.3,A6,A2,204.0,125.0,4,,A1
1.325,A5,A1,122.0,150.0,7,A2,A1
9.9,A1,A2,224.0,150.0,2,,A1
1.7,A0,A1,0.0,125.0,6,A2,A1
9.5,A4,A2,140.0,60.0,8,,A1
2.99,A2,A1,,80.0,11,,A1
1.5,A3,,58.0,150.0,1,,A1
5.3,A1,A1,162.0,40.0,1,A2,A1
0.85,A3,A1,0.0,20.0,1,A0,A0
0.0,A5,A1,0.0,150.0,5,A2,A2
4.45,A4,A1,,150.0,11,,A1
1.999,A1,A1,,150.0,6,A2,A1
7.9,A1,A1,200.0,150.0,9,A2,A1
4.9,A1,A1,,150.0,3,,A1
2.6,A3,A1,80.0,150.0,5,,A1
16.5,A5,A2,170.0,125.0,1,,A1
2.89,A1,A1,170.0,150.0,8,,A1
1.5,A0,A1,55.0,150.0,7,,A0
8.0,A3,A1,174.0,125.0,3,A2,A1
27.799,A7,A2,245.0,150.0,3,A1,A1
2.6,A2,A2,,150.0,2,A2,A2
2.7,A7,A1,0.0,150.0,5,A2,A1
9.35,A5,A1,105.0,100.0,7,A1,A1
1.999,A1,A1,116.0,150.0,6,,A2
7.7,A6,A1,156.0,150.0,10,A2,A0
27.95,A7,A2,320.0,90.0,12,A2,A1
0.7,A4,A2,158.0,150.0,5,A2,A0
3.5,A3,A1,75.0,90.0,6,A2,A1
4.1,A3,A1,65.0,90.0,3,A2,A1
5.6,A4,A1,88.0,150.0,2,A1,A0
9.5,A7,A1,231.0,150.0,9,,A1
6.95,A5,A2,163.0,150.0,7,A1,A1
0.25,A0,A1,90.0,150.0,0,A0,A0
19.5,A5,A1,140.0,70.0,2,,A1
8.333,A4,A1,105.0,100.0,1,,A2
9.0,A0,A1,140.0,150.0,9,A0,A1
0.0,A5,A1,105.0,80.0,3,A1,A2
11.5,A7,A2,204.0,125.0,8,A1,A2
3.899,A1,,60.0,150.0,4,A2,A1
2.25,A1,A1,131.0,150.0,8,A1,A1
0.0,A2,A1,130.0,70.0,12,A2,A1
2.95,A0,A1,,125.0,11,A2,A1
6.249,A5,A1,185.0,100.0,4,A2,A1
4.1,A2,A1,,150.0,12,A2,A1
19.9,A6,A2,224.0,150.0,6,A1,A1
2.45,A3,A2,54.0,100.0,12,A2,A1
0.9,A5,A1,101.0,150.0,9,,A1
1.19,A3,A1,75.0,150.0,3,A2,A2
0.55,A3,A1,60.0,150.0,0,A2,A1
1.799,A3,A1,75.0,125.0,5,A2,A1
0.5,A0,A0,0.0,150.0,0,,A0
5.6,A1,A1,102.0,150.0,5,A2,A1
4.85,A1,A1,,125.0,1,,A1
0.5,A3,A1,69.0,150.0,7,A1,A1
11.3,A5,A1,140.0,90.0,12,,A1
2.699,A3,A1,52.0,60.0,6,,A1
2.4,A4,A1,140.0,150.0,7,A1,A1
3.001,A5,A1,163.0,150.0,3,,A1
105.0,A7,A1,131.0,150.0,9,A2,A1
0.849,A1,A2,99.0,150.0,12,A2,A0
3.5,A7,A1,192.0,150.0,4,A2,A1
2.65,A1,A1,75.0,150.0,3,,A1
1.0,A3,A1,58.0,150.0,9,A2,A1
13.2,A1,A2,143.0,90.0,4,A1,A1
0.9,A3,A1,51.0,150.0,1,A0,A1
25.99,A6,A2,224.0,150.0,7,A1,A1
2.7,A0,A0,101.0,5.0,0,A1,A1
8.4,A4,A1,150.0,70.0,6,A1,A1
7.4,A1,A1,95.0,100.0,4,A2,A1
2.649,A1,A2,75.0,150.0,7,A2,A1
6.999,A1,A1,226.0,125.0,11,A2,A1
3.999,A0,A1,72.0,150.0,7,A2,A0
4.5,A4,A1,105.0,150.0,6,,A1
0.49,A3,A1,0.0,150.0,4,A2,A1
1.35,A3,A1,60.0,150.0,3,A0,A0
7.7,A1,A2,150.0,150.0,11,A1,A1
0.599,A5,A1,90.0,150.0,3,A2,A1
4.999,A7,A2,163.0,150.0,7,A2,A1
29.8,A1,A2,177.0,60.0,3,A1,A1
10.0,A3,A1,86.0,50.0,9,,A1
1.999,A5,A1,143.0,150.0,7,,A1
0.388,A5,A1,70.0,150.0,4,,A2
10.5,A5,A2,179.0,70.0,11,A2,A1
18.31,A1,A1,150.0,50.0,10,A1,A1
4.85,A3,A1,70.0,150.0,4,A2,A1
3.8,A4,A2,140.0,150.0,10,A1,A1
3.999,A1,A1,80.0,150.0,12,A2,A1
5.5,A5,A1,140.0,150.0,10,A1,A1
5.3,A3,A1,69.0,90.0,6,A2,A1
32.5,A6,A2,140.0,30.0,7,A1,A1
0.799,A4,A2,147.0,150.0,5,A2,A1
2.0,A3,A2,41.0,125.0,0,A0,A0
12.36,A6,A0,0.0,150.0,6,A1,A1
3.6,A1,A1,129.0,150.0,9,A2,A1
0.95,A5,A1,90.0,150.0,7,,A1
11.5,A1,A2,161.0,150.0,6,A1,A0
4.4,A4,A1,,150.0,7,,A2
0.4,A0,A0,45.0,150.0,0,A0,A0
1.699,A3,A1,50.0,150.0,3,,A1
11.9,A1,A2,170.0,100.0,11,A1,A1
1.5,A5,A1,68.0,150.0,8,A1,A1
0.4,A0,A1,0.0,150.0,9,A0,A0
7.3,A5,A1,143.0,125.0,6,A2,A1
9.8,A4,A1,110.0,40.0,10,A2,A1
3.45,A3,A2,68.0,150.0,12,,A1
0.8,A0,A1,0.0,150.0,8,,A2
2.5,A3,A1,75.0,150.0,8,,A1
8.35,A1,A2,299.0,150.0,8,A3,A1
2.9,A5,A2,145.0,150.0,6,,A1
2.8,A5,A1,140.0,150.0,4,A1,A0
0.799,A5,A1,99.0,125.0,1,A2,A2
6.1,A3,,,50.0,7,,A1
8.3,A3,A1,105.0,80.0,10,A2,A0
26.0,A1,A2,235.0,125.0,3,A1,A1
3.95,A1,A2,193.0,150.0,5,A3,A1
5.8,A1,A1,122.0,150.0,12,A2,A1
3.2,A3,A1,60.0,30.0,7,,A1
1.85,A1,A1,,150.0,3,A2,A1
12.99,A1,A2,177.0,125.0,12,A1,A1
0.7,A3,A1,60.0,100.0,8,,A0
0.35,A7,A1,101.0,150.0,4,A2,A2
0.59,A5,A1,116.0,150.0,7,A2,A1
1.1,A5,A1,155.0,150.0,6,A0,A2
0.4,A5,A1,131.0,150.0,3,,A0
14.6,A6,A2,218.0,150.0,1,,A1
2.25,A1,A1,101.0,125.0,1,A2,A1
13.98,A5,A1,0.0,80.0,10,A1,A0
19.999,A5,A2,177.0,150.0,5,A1,A1
0.5,A3,A1,0.0,150.0,1,,A2
0.749,A5,A1,130.0,150.0,5,A1,A1
1.2,A2,A0,0.0,150.0,4,A2,A1
1.35,A4,A1,116.0,150.0,12,,A2
7.0,A0,A1,140.0,150.0,6,,A1
24.999,A6,A0,170.0,40.0,5,A1,A1
3.5,A1,A1,90.0,150.0,3,A2,A0
10.5,A5,A1,150.0,5.0,5,A1,A2
0.79,A1,A1,70.0,150.0,7,A2,A1
2.999,A1,A1,,150.0,5,A2,A1
13.49,A5,A1,101.0,60.0,1,A1,A1
1.399,A1,A1,,150.0,6,A2,A0
4.85,A5,A2,129.0,125.0,6,,A1
0.125,A3,A1,,150.0,1,,A0
2.85,A5,A1,116.0,125.0,6,,A1
1.35,A3,A1,68.0,150.0,12,A1,A1
1.999,A0,A1,75.0,150.0,7,A0,A1
17.9,A6,A2,184.0,50.0,12,,A1
0.95,A4,A0,0.0,150.0,11,,A0
1.1,A1,A1,110.0,150.0,2,A2,A1
4.5,A1,A1,170.0,150.0,11,,A1
27.5,A6,A1,60.0,20.0,9,A2,A1
0.999,A5,A2,206.0,150.0,8,A2,A0
5.5,A7,A1,125.0,150.0,12,A1,A1
1.0,A3,A1,60.0,150.0,1,A2,A2
4.9,A1,A1,140.0,150.0,7,A2,A1
3.2,A3,A1,60.0,150.0,8,A2,A1
0.85,A5,A1,115.0,150.0,11,A2,A1
6.4,A6,A1,140.0,125.0,12,A1,A1
6.3,A2,A1,120.0,125.0,8,A2,A1
1.5,A7,A1,110.0,150.0,7,A1,A0
1.9,A3,A1,68.0,150.0,7,A1,A1
4.49,A1,A1,116.0,125.0,4,A2,A1
6.6,A5,A1,170.0,150.0,0,A0,A0
5.7,A7,A1,,150.0,8,A1,A0
0.0,A1,A1,226.0,150.0,7,A2,A1
11.5,A5,A2,143.0,150.0,9,,A1
0.0,A0,A1,125.0,150.0,3,,A1
1.75,A0,A0,,150.0,0,,A0
1.2,A0,A2,143.0,150.0,11,A2,A0
0.3,A0,A1,0.0,150.0,0,A3,A0
7.5,A6,A2,163.0,150.0,2,A1,A1
0.15,A3,A2,60.0,150.0,9,A2,A2
6.3,A5,A2,140.0,150.0,10,A1,A1
6.2,A6,A1,133.0,150.0,10,A1,A1
3.0,A2,A2,61.0,80.0,1,A2,A1
2.6,A0,A1,116.0,150.0,0,A2,A1
2.199,A1,A1,175.0,150.0,2,,A1
1.6,A5,A1,105.0,150.0,2,A2,A1
3.666,A2,A1,110.0,150.0,10,A2,A1
1.599,A3,A1,,150.0,10,A2,A1
3.2,A5,A1,122.0,80.0,11,A2,A1
2.999,A5,,102.0,150.0,1,A1,A1
4.3,A4,A1,102.0,150.0,7,,A0
7.5,A3,A1,97.0,80.0,8,A2,A1
4.8,A1,A1,143.0,150.0,11,,A1
2.25,A3,A1,50.0,150.0,10,A2,A1
0.45,A5,A1,0.0,150.0,11,A1,A0
5.999,A3,A1,60.0,70.0,6,A2,A1
0.8,A1,A1,75.0,70.0,4,,A1
0.5,A3,A1,,150.0,0,A0,A0
1.4,A7,A1,101.0,150.0,10,,A0
0.25,A0,A1,60.0,150.0,6,A2,A0
9.8,A3,A1,120.0,100.0,3,A2,A1
4.4,A5,A1,101.0,90.0,2,A2,A1
3.4,A4,A1,125.0,150.0,6,A2,A1
18.95,A6,A1,131.0,40.0,10,A1,A1
1.3,A5,A2,165.0,150.0,4,,A2
0.8,A1,A1,75.0,150.0,10,,A1
1.05,A3,A1,75.0,150.0,9,A2,A0
1.0,A5,A1,150.0,150.0,12,,A1
1.7,A1,A2,150.0,150.0,3,A2,A1
4.8,A3,A1,87.0,150.0,5,A2,A1
59.0,A2,A1,204.0,150.0,7,A2,A1
3.65,A0,A1,101.0,150.0,9,A1,A1
3.0,A3,A1,209.0,150.0,0,A2,A0
1.95,A3,A1,75.0,150.0,10,,A1
3.199,A0,A1,0.0,150.0,12,,A1
0.0,A0,A0,50.0,150.0,0,A0,A2
2.2,A1,A1,118.0,125.0,11,A2,A1
2.4,A4,A1,105.0,150.0,0,A1,A2
3.5,A5,A2,179.0,150.0,1,A1,A1
2.0,A1,A1,,150.0,1,A2,A0
1.45,A1,A1,116.0,150.0,3,A2,A1
2.5,A1,A0,0.0,125.0,7,,A0
1.099,A3,A1,60.0,150.0,8,A2,A1
3.3,A2,A1,116.0,150.0,11,A2,A1
8.5,A1,A1,80.0,90.0,10,A2,A1
0.75,A1,A1,75.0,150.0,0,A2,A0
9.999,A5,A1,140.0,125.0,1,A1,A1
3.399,A1,A1,60.0,90.0,1,A2,A1
9.999,A2,A1,231.0,125.0,0,A2,A1
0.43,A3,A1,60.0,150.0,6,A2,A0
1.1,A1,A1,150.0,150.0,9,A2,A0
0.0,A0,A0,0.0,50.0,0,A0,A0
0.58,A0,A1,0.0,150.0,10,,A0
20.499,A6,A1,405.0,150.0,10,A2,A1
1.39,A0,A2,75.0,5.0,8,A2,A1
1.459,A0,A1,0.0,150.0,3,A0,A0
3.999,A5,A2,0.0,150.0,3,,A1
2.0,A0,A1,60.0,150.0,3,A0,A1
2.29,A3,A1,75.0,80.0,12,A2,A1
2.7,A0,,,150.0,8,A1,A1
0.89,A3,A1,54.0,150.0,10,A1,A1
0.699,A0,A0,102.0,150.0,5,,A1
